subscription_id,user_id,plan_type,start_date,end_date,status
602,3412,Premium,2025-12-02,,Active
603,3427,Premium,2026-02-20,,Active
604,3433,Premium,2026-04-20,2026-10-02,Expired
605,3435,Premium,2025-12-28,,Active
606,3439,Premium,2025-12-12,,Active
607,3467,Premium,2026-10-17,,Active
608,3468,Premium,2025-12-28,,Active
609,3470,Premium,2025-11-08,2026-03-01,Expired
610,3476,Premium,2026-05-04,,Active
611,3480,Premium,2026-03-24,2026-08-06,Expired
612,3481,Premium,2026-06-02,2026-10-03,Expired
613,3482,Premium,2026-06-04,2026-10-06,Expired
614,3484,Premium,2026-07-02,,Active
615,3492,Premium,2025-11-09,,Active
616,3502,Premium,2025-10-09,,Active
617,3506,Premium,2025-11-30,,Active
618,3515,Premium,2025-09-10,,Active
619,3525,Premium,2026-05-25,2026-10-15,Cancelled
620,3526,Premium,2026-09-15,,Active
621,3547,Premium,2025-11-20,,Active
622,3551,Premium,2026-06-20,2026-12-04,Expired
623,3556,Premium,2026-06-18,,Active
624,3568,Premium,2026-03-28,,Active
625,3569,Premium,2026-04-07,,Active
626,3579,Premium,2025-09-29,,Active
627,3589,Premium,2026-08-11,,Active
628,3593,Premium,2026-04-06,,Active
629,3603,Premium,2026-06-13,,Active
630,3604,Premium,2026-02-22,,Active
631,3605,Premium,2026-02-24,2026-06-04,Expired
632,3606,Premium,2026-07-14,,Active
633,3607,Premium,2026-08-10,,Active
634,3613,Premium,2025-09-22,2026-03-11,Expired
635,3617,Premium,2026-07-21,,Active
636,3623,Premium,2026-06-10,,Active
637,3624,Premium,2026-02-12,2026-03-21,Cancelled
638,3627,Premium,2026-07-16,2026-09-28,Cancelled
639,3639,Premium,2025-10-21,2025-12-07,Expired
640,3641,Premium,2026-07-01,,Active
641,3653,Premium,2026-11-11,2027-03-04,Cancelled
642,3675,Premium,2026-02-13,,Active
643,3680,Premium,2026-03-13,2026-04-21,Expired
644,3688,Premium,2026-10-09,,Active
645,3693,Premium,2026-02-27,,Active
646,3695,Premium,2026-03-06,2026-05-28,Expired
647,3704,Premium,2025-10-19,,Active
648,3712,Premium,2026-08-17,,Active
649,3721,Premium,2026-02-05,2026-05-17,Expired
650,3722,Premium,2026-09-10,,Active
651,3725,Premium,2026-03-28,2026-09-08,Cancelled
652,3726,Premium,2026-02-27,,Active
653,3734,Premium,2026-01-09,,Active
654,3750,Premium,2026-05-23,,Active
655,3761,Premium,2026-05-20,,Active
656,3770,Premium,2026-06-29,2026-12-03,Expired
657,3778,Premium,2026-07-13,2026-08-18,Cancelled
658,3789,Premium,2026-07-21,2026-09-16,Expired
659,3791,Premium,2026-08-14,2026-12-02,Expired
660,3800,Premium,2026-02-28,2026-06-18,Cancelled
661,3805,Premium,2026-09-22,2026-10-27,Cancelled
662,3829,Premium,2026-05-18,2026-07-03,Expired
663,3831,Premium,2025-11-30,,Active
664,3835,Premium,2026-09-19,,Active
665,3847,Premium,2026-01-29,2026-06-14,Cancelled
666,3856,Premium,2026-03-04,2026-05-17,Cancelled
667,3860,Premium,2026-09-16,,Active
668,3861,Premium,2026-07-02,2026-12-24,Expired
669,3870,Premium,2025-10-26,,Active
670,3871,Premium,2026-04-22,,Active
671,3878,Premium,2026-05-14,2026-07-29,Expired
672,3880,Premium,2025-12-18,,Active
673,3884,Premium,2025-12-17,2026-03-13,Expired
674,3887,Premium,2026-01-01,,Active
675,3894,Premium,2026-04-16,2026-05-24,Cancelled
676,3896,Premium,2025-12-16,2026-04-11,Cancelled
677,3902,Premium,2026-02-07,,Active
678,3913,Premium,2025-08-29,,Active
679,3926,Premium,2026-09-11,,Active
680,3928,Premium,2026-03-16,2026-04-16,Cancelled
681,3933,Premium,2026-05-06,,Active
682,3934,Premium,2026-04-27,,Active
683,3935,Premium,2026-04-22,2026-08-10,Expired
684,3937,Premium,2025-11-24,,Active
685,3954,Premium,2025-10-02,2025-11-12,Cancelled
686,3965,Premium,2026-04-29,,Active
687,3986,Premium,2026-06-08,2026-08-24,Cancelled
688,3993,Premium,2026-03-26,,Active
689,3998,Premium,2025-12-09,2026-03-23,Cancelled
690,3999,Premium,2026-07-23,2026-11-13,Expired
691,4001,Premium,2026-01-03,,Active
692,4003,Premium,2025-10-07,2026-02-02,Expired
693,4008,Premium,2026-06-04,,Active
694,4014,Premium,2026-09-02,,Active
695,4016,Premium,2026-01-08,,Active
696,4020,Premium,2026-05-01,2026-10-25,Expired
697,4021,Premium,2025-11-14,2026-02-26,Cancelled
698,4027,Premium,2026-08-21,2027-02-03,Cancelled
699,4032,Premium,2026-05-09,,Active
700,4038,Premium,2026-03-04,2026-06-03,Expired
701,4039,Premium,2025-11-24,,Active
702,4041,Premium,2026-01-15,,Active
703,4042,Premium,2026-08-19,,Active
704,4057,Premium,2026-07-31,2027-01-05,Cancelled
705,4060,Premium,2026-05-02,2026-06-09,Expired
706,4061,Premium,2026-04-15,2026-09-23,Cancelled
707,4064,Premium,2025-10-30,2026-04-22,Cancelled
708,4067,Premium,2026-04-06,2026-07-15,Cancelled
709,4072,Premium,2025-09-27,2026-03-03,Cancelled
710,4078,Premium,2026-01-06,2026-06-27,Cancelled
711,4080,Premium,2025-08-26,2025-11-29,Expired
712,4089,Premium,2026-07-07,2026-08-29,Cancelled
713,4095,Premium,2025-10-19,,Active
714,4102,Premium,2025-09-19,2025-11-05,Expired
715,4106,Premium,2026-03-24,2026-09-11,Expired
716,4107,Premium,2026-02-26,2026-07-20,Cancelled
717,4111,Premium,2025-09-12,2025-12-31,Cancelled
718,4112,Premium,2025-12-01,2026-02-02,Expired
719,4115,Premium,2026-07-16,2026-12-01,Expired
720,4131,Premium,2026-10-10,,Active
721,4132,Premium,2026-07-25,2026-09-07,Cancelled
722,4140,Premium,2026-03-01,,Active
723,4142,Premium,2026-03-05,,Active
724,4143,Premium,2025-08-15,2025-10-20,Cancelled
725,4150,Premium,2026-01-05,,Active
726,4155,Premium,2026-02-14,2026-04-27,Cancelled
727,4158,Premium,2026-06-13,,Active
728,4169,Premium,2026-01-29,,Active
729,4170,Premium,2026-05-24,,Active
730,4171,Premium,2026-07-20,,Active
731,4173,Premium,2026-01-18,2026-06-24,Expired
732,4176,Premium,2026-01-15,2026-04-11,Cancelled
733,4181,Premium,2026-03-29,,Active
734,4183,Premium,2026-04-08,,Active
735,4189,Premium,2026-08-20,,Active
736,4191,Premium,2026-02-27,,Active
737,4193,Premium,2026-07-13,2026-08-21,Expired
738,4210,Premium,2026-01-28,,Active
739,4215,Premium,2026-06-09,,Active
740,4216,Premium,2025-12-31,2026-04-13,Expired
741,4226,Premium,2025-11-23,,Active
742,4234,Premium,2026-02-06,,Active
743,4238,Premium,2026-06-21,2026-11-13,Expired
744,4239,Premium,2025-12-28,,Active
745,4242,Premium,2026-09-08,,Active
746,4252,Premium,2026-07-27,,Active
747,4253,Premium,2026-03-03,,Active
748,4257,Premium,2026-04-05,,Active
749,4260,Premium,2026-02-07,,Active
750,4262,Premium,2025-12-21,,Active
751,4290,Premium,2025-12-21,,Active
752,4293,Premium,2026-02-12,2026-06-20,Cancelled
753,4298,Premium,2026-02-20,,Active
754,4299,Premium,2025-11-12,,Active
755,4338,Premium,2026-03-26,2026-06-08,Cancelled
756,4343,Premium,2026-03-03,2026-06-05,Expired
757,4355,Premium,2026-04-19,2026-06-21,Cancelled
758,4356,Premium,2025-10-26,2026-04-03,Expired
759,4361,Premium,2026-04-20,,Active
760,4369,Premium,2025-10-16,2026-03-27,Cancelled
761,4370,Premium,2026-07-04,,Active
762,4371,Premium,2026-01-28,,Active
763,4372,Premium,2026-01-10,,Active
764,4378,Premium,2026-07-28,,Active
765,4388,Premium,2026-06-14,,Active
766,4390,Premium,2026-06-09,,Active
767,4392,Premium,2025-11-03,,Active
768,4399,Premium,2026-06-03,,Active
769,4401,Premium,2025-10-04,2026-02-28,Expired
770,4405,Premium,2026-08-29,,Active
771,4407,Premium,2026-04-10,,Active
772,4409,Premium,2026-01-01,2026-05-18,Cancelled
773,4410,Premium,2026-09-02,,Active
774,4421,Premium,2026-05-16,,Active
775,4428,Premium,2026-05-12,,Active
776,4430,Premium,2026-10-17,,Active
777,4431,Premium,2026-03-01,2026-06-17,Cancelled
778,4432,Premium,2026-06-18,,Active
779,4442,Premium,2026-07-15,,Active
780,4444,Premium,2025-12-08,2026-05-05,Expired
781,4445,Premium,2025-09-13,,Active
782,4448,Premium,2025-11-28,,Active
783,4450,Premium,2025-11-24,2026-05-18,Cancelled
784,4452,Premium,2025-10-31,2026-04-28,Cancelled
785,4463,Premium,2026-10-22,2027-03-12,Expired
786,4466,Premium,2026-05-22,,Active
787,4471,Premium,2026-09-20,2027-01-10,Cancelled
788,4473,Premium,2026-06-03,2026-10-30,Cancelled
789,4474,Premium,2026-08-12,,Active
790,4476,Premium,2025-11-14,2026-02-27,Expired
791,4479,Premium,2025-10-31,2026-01-23,Expired
792,4486,Premium,2025-10-19,2025-12-24,Cancelled
793,4494,Premium,2026-01-14,,Active
794,4496,Premium,2026-01-08,,Active
795,4511,Premium,2026-03-23,2026-08-17,Cancelled
796,4512,Premium,2026-02-20,2026-05-17,Cancelled
797,4516,Premium,2025-10-23,2026-01-14,Expired
798,4517,Premium,2026-05-17,2026-09-01,Cancelled
799,4518,Premium,2025-12-03,,Active
800,4522,Premium,2025-12-18,,Active
801,4530,Premium,2026-01-17,2026-07-15,Expired
802,4534,Premium,2026-08-29,,Active
803,4548,Premium,2025-10-30,2025-12-18,Cancelled
804,4551,Premium,2026-08-16,2026-12-25,Expired
805,4554,Premium,2026-07-30,2027-01-14,Cancelled
806,4556,Premium,2025-10-24,,Active
807,4565,Premium,2026-03-01,2026-07-29,Expired
808,4574,Premium,2026-09-21,2027-03-10,Cancelled
809,4581,Premium,2026-05-28,2026-07-13,Cancelled
810,4582,Premium,2026-01-15,2026-06-24,Expired
811,4587,Premium,2026-07-12,,Active
812,4599,Premium,2026-02-03,,Active
813,4603,Premium,2026-07-24,2026-11-07,Cancelled
814,4614,Premium,2026-04-17,2026-09-28,Cancelled
815,4617,Premium,2025-11-19,,Active
816,4628,Premium,2026-03-08,2026-06-25,Expired
817,4629,Premium,2026-01-02,,Active
818,4631,Premium,2026-03-04,,Active
819,4638,Premium,2026-06-28,,Active
820,4642,Premium,2026-07-03,2026-10-28,Cancelled
821,4645,Premium,2026-04-10,,Active
822,4648,Premium,2026-03-25,,Active
823,4657,Premium,2026-02-18,,Active
824,4661,Premium,2025-11-07,,Active
825,4662,Premium,2025-09-28,,Active
826,4671,Premium,2026-06-05,,Active
827,4683,Premium,2026-05-02,,Active
828,4698,Premium,2026-03-02,,Active
829,4723,Premium,2026-07-12,2026-08-12,Expired
830,4734,Premium,2026-10-02,,Active
831,4746,Premium,2026-03-14,,Active
832,4748,Premium,2026-05-09,,Active
833,4755,Premium,2026-02-23,,Active
834,4757,Premium,2026-02-02,2026-07-02,Cancelled
835,4763,Premium,2026-07-28,2026-11-07,Cancelled
836,4764,Premium,2026-06-01,,Active
837,4765,Premium,2026-07-03,,Active
838,4786,Premium,2025-11-11,,Active
839,4787,Premium,2025-12-10,,Active
840,4791,Premium,2026-02-15,,Active
841,4799,Premium,2026-10-20,,Active
842,4813,Premium,2026-08-27,2027-02-14,Cancelled
843,4817,Premium,2025-09-19,,Active
844,4825,Premium,2026-07-05,2026-09-07,Expired
845,4836,Premium,2026-01-08,2026-04-27,Cancelled
846,4838,Premium,2026-07-20,,Active
847,4841,Premium,2026-02-09,2026-05-21,Expired
848,4846,Premium,2026-08-25,2026-10-21,Expired
849,4850,Premium,2026-02-04,,Active
850,4864,Premium,2026-02-19,,Active
851,4865,Premium,2026-04-08,2026-05-25,Cancelled
852,4869,Premium,2026-04-23,,Active
853,4871,Premium,2026-08-12,,Active
854,4884,Premium,2026-02-12,,Active
855,4895,Premium,2026-03-02,,Active
856,4908,Premium,2026-04-23,,Active
857,4909,Premium,2026-01-19,,Active
858,4911,Premium,2026-03-11,,Active
859,4926,Premium,2026-02-26,,Active
860,4930,Premium,2026-01-06,2026-06-16,Cancelled
861,4932,Premium,2025-12-19,,Active
862,4934,Premium,2025-12-15,,Active
863,4937,Premium,2026-04-06,2026-05-17,Cancelled
864,4948,Premium,2026-04-14,2026-07-31,Expired
865,4953,Premium,2026-04-08,,Active
866,4955,Premium,2026-06-10,,Active
867,4957,Premium,2026-07-28,2027-01-01,Cancelled
868,4978,Premium,2026-03-20,,Active
869,4981,Premium,2026-07-21,2026-11-24,Cancelled
870,4983,Premium,2026-03-26,2026-05-28,Expired
871,4989,Premium,2026-04-03,,Active
872,4990,Premium,2026-11-19,2027-02-20,Cancelled
