entry_id,user_id,entry_date,entry_time,word_count,mood_before,mood_after,writing_duration_minutes,used_prompt,device_type,streak_at_entry
19751,387,2026-06-15,Evening,718,3,4,23,False,Android,6
19752,387,2026-06-19,Night,621,4,5,21,False,iOS,1
19753,387,2026-06-20,Evening,725,4,4,24,False,iOS,2
19754,387,2026-06-21,Night,726,3,4,21,False,Android,3
19755,387,2026-06-25,Evening,466,3,4,18,False,Web,1
19756,387,2026-06-28,Night,525,3,4,15,False,iOS,1
19757,387,2026-06-30,Night,816,2,3,25,False,Android,1
19758,388,2025-12-28,Evening,85,3,4,2,False,Android,1
19759,388,2026-01-02,Morning,81,1,2,2,True,iOS,1
19760,388,2026-01-07,Afternoon,79,5,5,2,False,Android,1
19761,388,2026-01-25,Afternoon,89,1,3,3,False,Web,1
19762,388,2026-02-04,Evening,136,4,4,4,True,Android,1
19763,388,2026-02-06,Night,79,3,4,2,False,Android,1
19764,388,2026-02-08,Evening,113,4,5,3,False,Web,1
19765,388,2026-03-11,Afternoon,52,2,3,2,False,Web,1
19766,388,2026-03-15,Morning,112,2,3,3,False,Android,1
19767,388,2026-03-22,Morning,91,4,4,3,False,Android,1
19768,388,2026-03-29,Morning,20,4,3,2,False,Android,1
19769,388,2026-04-14,Afternoon,111,2,3,3,False,Android,1
19770,388,2026-04-15,Evening,88,3,3,3,True,Web,2
19771,388,2026-04-17,Evening,84,3,3,2,True,Android,1
19772,388,2026-04-25,Morning,67,4,5,2,True,Android,1
19773,388,2026-04-29,Morning,116,3,4,4,True,Web,1
19774,388,2026-05-01,Night,132,4,5,4,False,Android,1
19775,388,2026-05-08,Morning,75,3,3,2,False,iOS,1
19776,388,2026-05-19,Evening,113,3,4,4,False,Android,1
19777,388,2026-05-24,Evening,83,2,4,3,False,Android,1
19778,388,2026-05-30,Night,48,4,4,2,False,Android,1
19779,388,2026-06-15,Evening,82,2,3,2,False,Android,1
19780,388,2026-06-25,Afternoon,121,3,4,4,True,iOS,1
19781,390,2026-04-01,Evening,733,3,3,24,True,Android,1
19782,390,2026-04-02,Afternoon,520,5,5,15,False,Android,2
19783,390,2026-04-03,Night,732,2,3,31,False,iOS,3
19784,390,2026-04-06,Evening,539,3,4,21,False,Android,1
19785,390,2026-04-07,Evening,619,4,4,23,False,Android,2
19786,390,2026-04-08,Morning,707,5,5,29,True,Android,3
19787,390,2026-04-12,Afternoon,384,4,4,14,False,iOS,1
19788,390,2026-04-13,Morning,435,3,4,14,False,iOS,2
19789,390,2026-04-14,Morning,539,2,4,18,False,Android,3
19790,390,2026-04-15,Afternoon,689,3,3,31,False,Android,4
19791,390,2026-04-16,Evening,753,5,5,34,False,Android,5
19792,390,2026-04-17,Evening,413,1,2,12,False,Android,6
19793,390,2026-04-19,Morning,743,2,3,25,False,iOS,1
19794,390,2026-04-20,Afternoon,429,3,4,14,False,Android,2
19795,390,2026-04-21,Evening,909,4,4,37,False,Android,3
19796,390,2026-04-22,Evening,718,5,5,26,False,iOS,4
19797,390,2026-04-24,Afternoon,805,3,3,36,True,Android,1
19798,390,2026-04-26,Afternoon,417,1,3,16,True,Android,1
19799,390,2026-04-27,Evening,1001,4,4,44,False,Android,2
19800,390,2026-04-29,Afternoon,629,4,5,24,False,Android,1
19801,390,2026-04-30,Morning,757,3,3,27,False,Android,2
19802,390,2026-05-01,Morning,767,3,4,27,True,iOS,3
19803,390,2026-05-02,Afternoon,677,3,3,26,False,Android,4
19804,390,2026-05-04,Evening,312,3,3,11,False,iOS,1
19805,390,2026-05-05,Morning,590,3,4,18,False,Web,2
19806,390,2026-05-06,Evening,652,3,4,18,False,Android,3
19807,390,2026-05-10,Afternoon,842,4,4,30,True,iOS,1
19808,390,2026-05-12,Evening,581,2,3,19,False,Android,1
19809,390,2026-05-13,Evening,950,4,4,29,True,Android,2
19810,390,2026-05-14,Evening,822,4,4,23,False,Web,3
19811,390,2026-05-15,Evening,388,3,3,15,False,Web,4
19812,390,2026-05-16,Afternoon,712,5,5,20,False,Android,5
19813,390,2026-05-17,Evening,751,3,4,25,True,Web,6
19814,390,2026-05-21,Night,836,5,5,34,False,Android,1
19815,390,2026-05-23,Morning,744,5,5,26,True,Android,1
19816,390,2026-05-24,Evening,615,3,4,27,False,Android,2
19817,390,2026-05-27,Morning,869,3,4,26,False,iOS,1
19818,390,2026-05-28,Morning,695,3,4,21,False,iOS,2
19819,390,2026-05-29,Evening,694,3,4,19,True,iOS,3
19820,390,2026-05-30,Night,1200,1,2,35,False,iOS,4
19821,390,2026-05-31,Evening,1000,5,5,39,False,iOS,5
19822,390,2026-06-01,Evening,844,3,4,36,True,Android,6
19823,390,2026-06-03,Morning,658,4,4,24,False,Android,1
19824,390,2026-06-04,Afternoon,850,2,3,29,True,Android,2
19825,390,2026-06-05,Morning,940,4,4,35,False,Android,3
19826,390,2026-06-08,Evening,871,4,4,28,False,iOS,1
19827,390,2026-06-09,Evening,765,3,4,28,False,Web,2
19828,390,2026-06-11,Afternoon,477,3,4,15,False,Android,1
19829,390,2026-06-12,Afternoon,745,4,4,24,False,Android,2
19830,390,2026-06-13,Evening,641,4,4,18,False,Android,3
19831,390,2026-06-14,Morning,718,2,3,29,False,Android,4
19832,390,2026-06-16,Evening,701,4,3,27,False,Android,1
19833,390,2026-06-17,Night,775,3,4,32,False,iOS,2
19834,390,2026-06-19,Afternoon,536,3,3,19,False,Android,1
19835,390,2026-06-20,Evening,449,4,4,14,True,iOS,2
19836,390,2026-06-22,Morning,816,4,4,36,False,Android,1
19837,390,2026-06-23,Morning,421,2,3,14,False,iOS,2
19838,390,2026-06-25,Evening,487,2,3,19,False,Android,1
19839,390,2026-06-26,Morning,707,5,4,30,True,Android,2
19840,390,2026-06-27,Night,645,4,5,23,True,Android,3
19841,390,2026-06-28,Evening,633,4,5,19,False,Android,4
19842,391,2026-06-23,Afternoon,841,4,5,36,False,Android,1
19843,391,2026-06-24,Evening,1079,2,4,31,False,Android,2
19844,391,2026-06-25,Evening,808,1,2,27,False,Web,3
19845,391,2026-06-26,Morning,713,1,2,21,False,Android,4
19846,391,2026-06-28,Morning,847,4,5,31,True,iOS,1
19847,391,2026-06-29,Morning,722,3,3,27,False,Android,2
19848,391,2026-06-30,Afternoon,596,3,4,26,True,Web,3
19849,392,2026-03-10,Morning,196,4,4,8,False,Android,1
19850,392,2026-03-11,Night,401,4,4,13,False,iOS,2
19851,392,2026-03-12,Evening,444,5,4,16,False,Android,3
19852,392,2026-03-13,Night,149,3,4,4,False,Android,4
19853,392,2026-03-20,Morning,322,3,4,11,False,Android,1
19854,392,2026-03-26,Afternoon,232,3,4,7,False,Android,1
19855,392,2026-03-27,Evening,362,3,4,13,False,Android,2
19856,392,2026-03-28,Morning,313,4,5,11,True,Android,3
19857,392,2026-03-30,Morning,167,3,3,5,False,Android,1
19858,392,2026-04-04,Afternoon,297,2,3,8,False,Web,1
19859,392,2026-04-05,Evening,404,3,3,14,False,iOS,2
19860,392,2026-04-08,Evening,221,3,4,8,True,Android,1
19861,392,2026-04-09,Afternoon,336,3,3,10,True,Android,2
19862,392,2026-04-12,Morning,129,3,4,4,False,iOS,1
19863,392,2026-04-15,Evening,364,3,4,12,False,Android,1
19864,392,2026-04-16,Morning,279,5,5,10,True,iOS,2
19865,392,2026-04-23,Afternoon,444,5,5,16,True,Android,1
19866,392,2026-04-30,Evening,312,4,4,9,False,Android,1
19867,392,2026-05-02,Evening,362,3,3,10,False,Android,1
19868,392,2026-05-03,Morning,411,3,4,14,True,iOS,2
19869,392,2026-05-08,Evening,417,4,5,17,True,Android,1
19870,392,2026-05-11,Evening,237,3,3,7,False,Android,1
19871,392,2026-05-12,Afternoon,386,3,4,14,False,Android,2
19872,392,2026-05-17,Evening,315,1,3,10,True,iOS,1
19873,392,2026-05-20,Morning,343,2,3,10,False,Android,1
19874,392,2026-05-23,Afternoon,392,3,4,11,False,Android,1
19875,392,2026-05-24,Afternoon,200,3,4,8,False,iOS,2
19876,392,2026-05-25,Evening,301,4,4,11,False,iOS,3
19877,392,2026-05-26,Night,289,3,4,9,False,Android,4
19878,392,2026-05-28,Afternoon,222,4,3,7,True,Web,1
19879,392,2026-05-29,Afternoon,339,3,4,12,True,Web,2
19880,392,2026-05-30,Evening,244,2,4,9,True,Android,3
19881,392,2026-06-01,Morning,343,2,3,14,False,Android,1
19882,392,2026-06-03,Afternoon,250,4,4,10,False,Web,1
19883,392,2026-06-05,Evening,202,3,4,8,False,iOS,1
19884,392,2026-06-06,Morning,195,3,4,8,False,Android,2
19885,392,2026-06-07,Evening,410,3,3,13,True,Android,3
19886,392,2026-06-08,Morning,386,4,5,12,False,iOS,4
19887,392,2026-06-09,Morning,311,3,3,10,False,Android,5
19888,392,2026-06-10,Evening,351,2,3,10,False,Web,6
19889,392,2026-06-13,Evening,291,3,4,11,False,Android,1
19890,392,2026-06-15,Evening,150,3,4,6,True,iOS,1
19891,392,2026-06-17,Night,329,3,3,12,False,Web,1
19892,392,2026-06-19,Night,296,3,3,12,True,Android,1
19893,392,2026-06-23,Afternoon,268,3,4,12,True,Web,1
19894,392,2026-06-25,Morning,447,2,3,13,True,iOS,1
19895,392,2026-06-28,Morning,374,1,2,14,True,Web,1
19896,393,2025-11-15,Evening,185,1,3,5,True,Android,1
19897,393,2025-11-16,Afternoon,317,3,4,9,False,Android,2
19898,393,2025-11-21,Night,158,2,4,4,False,iOS,1
19899,393,2025-11-23,Afternoon,231,5,5,7,False,iOS,1
19900,393,2025-11-27,Morning,194,2,3,6,False,iOS,1
19901,393,2025-11-30,Morning,575,3,3,18,False,iOS,1
19902,393,2025-12-01,Afternoon,264,1,2,7,False,Android,2
19903,393,2025-12-02,Morning,256,1,2,7,True,Web,3
19904,393,2025-12-03,Evening,193,3,4,8,False,Android,4
19905,393,2025-12-06,Morning,178,3,3,6,False,iOS,1
19906,393,2025-12-23,Evening,485,5,5,14,False,Android,1
19907,393,2025-12-24,Afternoon,403,1,3,12,False,Android,2
19908,393,2025-12-27,Evening,292,3,3,9,False,iOS,1
19909,393,2025-12-28,Morning,213,4,4,6,False,Android,2
19910,393,2025-12-31,Night,279,2,3,12,True,Android,1
19911,393,2026-01-02,Evening,306,4,4,12,False,iOS,1
19912,393,2026-01-03,Evening,216,3,4,8,False,iOS,2
19913,393,2026-01-04,Afternoon,185,1,2,5,False,Android,3
19914,393,2026-01-05,Night,255,4,4,10,True,iOS,4
19915,393,2026-01-08,Afternoon,234,3,4,10,False,Web,1
19916,393,2026-01-12,Afternoon,296,1,2,9,False,Android,1
19917,393,2026-01-14,Evening,226,3,4,6,True,Android,1
19918,393,2026-01-21,Morning,317,3,3,12,True,iOS,1
19919,393,2026-01-25,Morning,265,2,4,8,True,iOS,1
19920,393,2026-01-30,Evening,87,5,4,2,True,Android,1
19921,393,2026-01-31,Afternoon,306,1,3,10,False,Android,2
19922,393,2026-02-03,Evening,349,3,3,14,False,Android,1
19923,393,2026-02-06,Night,448,1,3,17,False,Web,1
19924,393,2026-02-07,Evening,336,4,4,15,True,Android,2
19925,393,2026-02-08,Morning,348,3,4,12,False,iOS,3
19926,393,2026-02-10,Morning,299,2,3,8,False,Android,1
19927,393,2026-02-12,Afternoon,331,4,4,9,False,iOS,1
19928,393,2026-02-14,Morning,189,2,4,7,False,Android,1
19929,393,2026-02-15,Evening,287,4,4,8,True,iOS,2
19930,393,2026-02-16,Night,283,3,4,12,False,Web,3
19931,393,2026-02-18,Afternoon,336,2,3,11,False,iOS,1
19932,393,2026-02-22,Afternoon,327,3,4,10,False,iOS,1
19933,393,2026-02-24,Evening,354,1,3,10,True,iOS,1
19934,393,2026-02-27,Afternoon,401,3,4,13,False,iOS,1
19935,393,2026-03-07,Evening,272,3,4,7,False,iOS,1
19936,393,2026-03-08,Morning,426,2,4,13,False,Web,2
19937,393,2026-03-10,Evening,331,4,4,10,True,Android,1
19938,393,2026-03-21,Morning,390,3,4,11,True,iOS,1
19939,393,2026-03-31,Evening,192,3,4,6,False,iOS,1
19940,393,2026-04-03,Evening,326,4,4,10,False,Web,1
19941,393,2026-04-04,Evening,393,3,3,13,False,iOS,2
19942,393,2026-04-08,Night,308,3,4,13,True,Android,1
19943,393,2026-04-15,Afternoon,331,1,2,11,False,Android,1
19944,393,2026-04-17,Afternoon,265,2,3,8,True,Android,1
19945,393,2026-04-25,Afternoon,343,2,3,14,False,Android,1
19946,393,2026-04-27,Morning,210,4,4,9,True,Android,1
19947,393,2026-04-30,Evening,224,4,4,7,False,iOS,1
19948,393,2026-05-01,Evening,300,2,4,9,False,Android,2
19949,393,2026-05-04,Morning,267,3,4,11,False,iOS,1
19950,393,2026-05-08,Night,155,1,2,4,False,iOS,1
19951,393,2026-05-14,Morning,295,3,4,10,False,iOS,1
19952,393,2026-05-15,Evening,339,5,5,13,True,Web,2
19953,393,2026-05-19,Morning,265,3,4,10,False,Web,1
19954,393,2026-05-20,Evening,228,4,5,9,False,Android,2
19955,393,2026-05-22,Afternoon,175,3,4,6,True,Web,1
19956,393,2026-05-26,Morning,305,4,3,12,True,iOS,1
19957,393,2026-05-28,Morning,350,2,3,12,False,iOS,1
19958,393,2026-05-29,Morning,256,3,3,9,False,Android,2
19959,393,2026-05-30,Evening,321,4,4,11,False,Android,3
19960,393,2026-06-01,Morning,353,2,3,10,False,Android,1
19961,393,2026-06-12,Afternoon,349,2,3,12,True,Android,1
19962,393,2026-06-16,Morning,419,3,4,15,False,Web,1
19963,393,2026-06-17,Evening,403,2,4,11,False,Android,2
19964,393,2026-06-19,Morning,289,2,4,8,False,Android,1
19965,393,2026-06-22,Night,311,4,4,11,False,Android,1
19966,393,2026-06-23,Morning,315,3,4,13,False,Web,2
19967,393,2026-06-25,Morning,397,5,5,14,False,Android,1
19968,393,2026-06-28,Morning,223,1,3,9,False,Web,1
19969,393,2026-06-29,Evening,287,1,3,12,False,Android,2
19970,394,2026-02-13,Night,110,2,4,3,False,Android,1
19971,394,2026-02-17,Morning,91,3,3,3,False,Android,1
19972,394,2026-02-28,Night,115,3,4,4,True,Android,1
19973,394,2026-03-01,Morning,88,5,5,3,False,iOS,2
19974,394,2026-03-02,Afternoon,79,2,4,2,False,Android,3
19975,394,2026-03-04,Afternoon,109,3,3,4,False,iOS,1
19976,394,2026-03-10,Afternoon,79,3,3,2,False,Android,1
19977,394,2026-03-26,Morning,96,3,3,4,False,iOS,1
19978,394,2026-04-01,Morning,80,2,3,2,False,iOS,1
19979,394,2026-04-04,Night,37,3,3,2,False,iOS,1
19980,394,2026-04-11,Evening,32,4,4,2,False,Android,1
19981,394,2026-05-05,Evening,131,1,2,4,True,Android,1
19982,394,2026-05-15,Night,120,2,3,5,False,Android,1
19983,394,2026-05-18,Evening,119,3,4,4,True,Android,1
19984,394,2026-05-21,Night,38,2,3,2,False,iOS,1
19985,394,2026-05-25,Morning,116,4,5,4,True,iOS,1
19986,394,2026-05-30,Evening,112,2,4,4,True,Android,1
19987,394,2026-06-03,Evening,147,3,4,5,True,Android,1
19988,394,2026-06-07,Afternoon,112,4,5,3,True,Web,1
19989,394,2026-06-20,Afternoon,62,2,3,2,True,Android,1
19990,394,2026-06-21,Evening,35,3,4,2,False,Android,2
19991,394,2026-06-28,Afternoon,96,5,5,3,True,Android,1
19992,395,2025-07-28,Night,331,3,4,12,False,Android,1
19993,395,2025-08-02,Morning,338,5,5,13,True,Android,1
19994,395,2025-08-03,Afternoon,323,1,2,9,False,Android,2
19995,395,2025-08-05,Morning,108,1,2,3,False,Android,1
19996,395,2025-08-08,Evening,251,3,3,7,True,Android,1
19997,395,2025-08-11,Afternoon,407,3,4,12,True,iOS,1
19998,395,2025-08-14,Morning,305,3,4,12,False,iOS,1
19999,395,2025-08-15,Morning,373,2,3,13,False,Android,2
20000,395,2025-08-16,Evening,408,2,3,13,False,Web,3
20001,395,2025-08-21,Afternoon,274,2,3,10,False,Web,1
20002,395,2025-08-22,Night,283,2,4,10,False,Android,2
20003,395,2025-08-24,Night,338,1,3,11,False,Android,1
20004,395,2025-08-25,Afternoon,168,5,5,7,True,iOS,2
20005,395,2025-08-27,Morning,248,2,3,8,False,iOS,1
20006,395,2025-08-31,Morning,208,2,4,7,True,iOS,1
20007,395,2025-09-02,Evening,291,3,3,10,False,Android,1
20008,395,2025-09-03,Night,168,1,3,5,False,Android,2
20009,395,2025-09-04,Evening,177,3,3,8,False,Android,3
20010,395,2025-09-08,Evening,299,3,3,13,False,iOS,1
20011,395,2025-09-09,Evening,265,1,3,9,False,Android,2
20012,395,2025-09-10,Morning,249,3,3,7,True,Android,3
20013,395,2025-09-11,Morning,298,2,4,8,False,Android,4
20014,395,2025-09-13,Afternoon,338,4,4,10,True,Android,1
20015,395,2025-09-18,Morning,240,1,2,7,False,Android,1
20016,395,2025-09-20,Evening,194,3,4,8,True,Android,1
20017,395,2025-09-21,Morning,427,1,3,14,False,iOS,2
20018,395,2025-09-23,Night,389,4,4,16,False,Android,1
20019,395,2025-09-24,Afternoon,222,4,5,7,False,Android,2
20020,395,2025-09-29,Morning,399,4,4,12,False,Android,1
20021,395,2025-10-02,Evening,274,3,4,11,True,Android,1
20022,395,2025-10-06,Evening,299,5,5,12,True,Android,1
20023,395,2025-10-08,Morning,206,2,3,6,False,Android,1
20024,395,2025-10-16,Morning,235,3,4,7,True,Web,1
20025,395,2025-10-19,Evening,233,2,4,9,False,iOS,1
20026,395,2025-10-20,Morning,369,5,5,14,False,Android,2
20027,395,2025-10-21,Afternoon,157,3,4,6,False,Android,3
20028,395,2025-10-26,Evening,246,2,3,9,True,Android,1
20029,395,2025-10-28,Morning,451,3,3,13,False,Android,1
20030,395,2025-10-30,Evening,324,2,4,12,False,Android,1
20031,395,2025-10-31,Afternoon,293,4,5,11,False,Web,2
20032,395,2025-11-07,Afternoon,317,3,4,10,True,Android,1
20033,395,2025-11-15,Morning,209,3,3,6,False,iOS,1
20034,395,2025-11-17,Morning,330,5,5,10,False,Web,1
20035,395,2025-11-19,Morning,345,1,2,13,False,Android,1
20036,395,2025-11-20,Night,284,4,4,9,False,Android,2
20037,395,2025-11-25,Morning,361,4,4,12,True,iOS,1
20038,395,2025-11-27,Evening,373,4,4,13,False,Android,1
20039,395,2025-11-29,Evening,137,3,3,5,True,iOS,1
20040,395,2025-12-03,Evening,314,3,3,9,True,Android,1
20041,395,2025-12-04,Evening,295,3,4,8,False,Web,2
20042,395,2025-12-05,Afternoon,306,3,3,10,True,iOS,3
20043,395,2025-12-06,Morning,210,4,4,6,False,Android,4
20044,395,2025-12-12,Evening,312,2,3,9,False,iOS,1
20045,395,2025-12-16,Afternoon,308,4,4,9,False,iOS,1
20046,395,2025-12-18,Morning,223,3,3,6,True,iOS,1
20047,395,2025-12-26,Evening,195,4,4,5,False,Android,1
20048,395,2026-01-07,Evening,287,5,5,10,False,Android,1
20049,395,2026-01-11,Afternoon,271,3,4,11,False,Android,1
20050,395,2026-01-12,Morning,315,5,5,12,False,Android,2
20051,395,2026-01-14,Night,247,4,5,7,True,Web,1
20052,395,2026-01-15,Night,237,1,3,10,False,iOS,2
20053,395,2026-01-17,Evening,236,2,4,7,False,Web,1
20054,395,2026-01-18,Night,241,3,3,7,False,Web,2
20055,395,2026-01-20,Night,316,4,5,10,False,Android,1
20056,395,2026-01-21,Evening,221,2,3,9,False,Android,2
20057,395,2026-01-24,Evening,193,3,3,5,False,iOS,1
20058,395,2026-02-01,Afternoon,321,2,4,13,True,iOS,1
20059,395,2026-02-02,Morning,339,3,4,9,False,Web,2
20060,395,2026-02-04,Evening,247,3,3,8,False,Android,1
20061,395,2026-02-05,Evening,376,4,4,11,True,iOS,2
20062,395,2026-02-07,Morning,353,2,3,10,True,iOS,1
20063,395,2026-02-14,Morning,269,4,4,9,False,Web,1
20064,395,2026-02-16,Afternoon,355,2,4,15,False,Android,1
20065,395,2026-02-21,Afternoon,244,5,5,8,False,Android,1
20066,395,2026-02-23,Morning,331,1,3,11,True,Android,1
20067,395,2026-03-01,Evening,301,4,5,12,False,Android,1
20068,395,2026-03-03,Evening,238,1,2,10,False,Android,1
20069,395,2026-03-06,Evening,308,3,3,10,True,Android,1
20070,395,2026-03-08,Evening,187,1,2,6,True,Android,1
20071,395,2026-03-10,Evening,320,3,4,11,False,iOS,1
20072,395,2026-03-11,Night,366,2,3,12,False,Web,2
20073,395,2026-03-16,Morning,286,5,5,12,False,Android,1
20074,395,2026-03-19,Morning,228,3,3,6,True,Android,1
20075,395,2026-03-20,Morning,239,4,4,7,True,iOS,2
20076,395,2026-03-27,Afternoon,274,5,5,8,False,iOS,1
20077,395,2026-04-02,Evening,233,3,3,10,False,iOS,1
20078,395,2026-04-08,Afternoon,57,3,4,2,True,iOS,1
20079,395,2026-04-13,Afternoon,338,2,4,11,False,Android,1
20080,395,2026-04-14,Afternoon,220,4,3,8,True,Android,2
20081,395,2026-04-20,Evening,247,2,3,8,True,Android,1
20082,395,2026-04-21,Morning,279,2,3,12,False,Android,2
20083,395,2026-04-26,Evening,288,5,5,11,False,Android,1
20084,395,2026-04-28,Night,154,3,3,5,True,Web,1
20085,395,2026-05-02,Night,467,5,5,13,True,Web,1
20086,395,2026-05-03,Afternoon,272,5,5,7,False,iOS,2
20087,395,2026-05-04,Evening,281,3,4,8,False,iOS,3
20088,395,2026-05-08,Night,261,2,3,10,True,Android,1
20089,395,2026-05-09,Evening,329,2,3,11,False,Web,2
20090,395,2026-05-15,Afternoon,295,4,4,13,False,Android,1
20091,395,2026-05-22,Night,407,3,4,13,False,Android,1
20092,395,2026-05-28,Night,506,4,4,18,True,Android,1
20093,395,2026-05-29,Evening,398,1,2,15,False,Android,2
20094,395,2026-05-30,Morning,422,4,4,16,False,Android,3
20095,395,2026-06-01,Morning,368,1,2,11,False,Android,1
20096,395,2026-06-08,Afternoon,254,2,3,9,False,Android,1
20097,395,2026-06-10,Night,226,3,3,8,False,iOS,1
20098,395,2026-06-16,Afternoon,269,3,4,8,True,Android,1
20099,395,2026-06-19,Morning,376,4,4,14,False,Web,1
20100,395,2026-06-20,Evening,269,3,3,8,False,iOS,2
20101,395,2026-06-22,Night,203,3,4,5,False,Android,1
20102,395,2026-06-23,Afternoon,319,3,3,12,False,iOS,2
20103,395,2026-06-26,Afternoon,349,2,3,14,False,iOS,1
20104,395,2026-06-27,Morning,294,4,5,9,False,iOS,2
20105,396,2025-11-11,Morning,315,4,4,11,True,Android,1
20106,396,2025-11-14,Evening,220,2,4,7,False,Android,1
20107,396,2025-11-15,Afternoon,441,4,4,17,False,Android,2
20108,396,2025-11-16,Morning,334,4,4,10,False,Android,3
20109,396,2025-11-18,Morning,351,3,4,13,True,Android,1
20110,396,2025-11-19,Night,389,4,5,13,True,Android,2
20111,396,2025-11-21,Evening,420,2,3,13,False,Android,1
20112,396,2025-11-23,Afternoon,294,3,3,11,True,iOS,1
20113,396,2025-11-24,Afternoon,314,1,2,9,True,iOS,2
20114,396,2025-11-25,Morning,302,2,4,13,False,Android,3
20115,396,2025-11-27,Afternoon,299,5,5,8,True,iOS,1
20116,396,2025-11-28,Evening,216,4,4,7,False,iOS,2
20117,396,2025-11-30,Morning,391,4,5,14,False,Android,1
20118,396,2025-12-04,Morning,300,4,4,10,True,Android,1
20119,396,2025-12-07,Night,189,3,4,5,False,iOS,1
20120,396,2025-12-13,Night,74,3,4,2,True,Android,1
20121,396,2025-12-21,Morning,376,3,4,10,False,Android,1
20122,396,2025-12-22,Afternoon,181,3,4,7,True,Android,2
20123,396,2025-12-25,Night,242,3,3,10,False,iOS,1
20124,396,2025-12-26,Night,258,5,5,8,False,Android,2
20125,396,2025-12-27,Evening,212,1,3,9,False,iOS,3
20126,396,2025-12-30,Morning,357,2,3,16,False,Android,1
20127,396,2026-01-02,Afternoon,336,1,2,13,False,Web,1
20128,396,2026-01-04,Morning,211,5,5,8,False,Android,1
20129,396,2026-01-07,Afternoon,278,1,2,11,True,iOS,1
20130,396,2026-01-08,Evening,406,3,3,14,False,Android,2
20131,396,2026-01-15,Afternoon,316,3,4,9,False,iOS,1
20132,396,2026-01-17,Afternoon,312,3,4,10,False,Web,1
20133,396,2026-01-23,Evening,405,2,4,15,False,iOS,1
20134,396,2026-01-28,Morning,401,3,3,16,False,iOS,1
20135,396,2026-02-03,Evening,155,4,4,6,False,Android,1
20136,396,2026-02-04,Afternoon,331,4,5,10,False,Android,2
20137,396,2026-02-08,Afternoon,256,4,4,11,False,Android,1
20138,396,2026-02-12,Night,387,3,3,13,False,iOS,1
20139,396,2026-02-16,Afternoon,321,2,3,13,False,iOS,1
20140,396,2026-02-17,Night,372,4,5,15,True,Android,2
20141,396,2026-02-18,Evening,349,4,4,15,False,Web,3
20142,396,2026-02-20,Morning,311,3,3,9,False,iOS,1
20143,396,2026-02-22,Evening,300,4,4,8,True,iOS,1
20144,396,2026-02-24,Evening,357,4,4,10,False,Android,1
20145,396,2026-02-25,Evening,291,4,4,8,False,Android,2
20146,396,2026-02-27,Night,437,4,5,19,False,Android,1
20147,396,2026-03-04,Morning,340,4,4,11,True,Android,1
20148,396,2026-03-11,Evening,409,1,2,14,False,Web,1
20149,396,2026-03-12,Night,329,3,4,9,False,Android,2
20150,396,2026-03-14,Evening,448,2,3,13,True,Android,1
20151,396,2026-03-15,Morning,272,2,3,10,True,Android,2
20152,396,2026-03-17,Afternoon,513,3,4,15,False,Android,1
20153,396,2026-03-19,Evening,278,2,3,9,True,Android,1
20154,396,2026-03-23,Evening,194,4,5,6,False,Android,1
20155,396,2026-03-28,Evening,324,3,4,10,False,Android,1
20156,396,2026-04-01,Afternoon,364,4,5,11,True,iOS,1
20157,396,2026-04-03,Morning,395,3,4,11,False,Android,1
20158,396,2026-04-05,Afternoon,291,3,4,12,False,iOS,1
20159,396,2026-04-13,Night,412,3,4,12,False,Android,1
20160,396,2026-04-14,Evening,234,3,4,7,False,iOS,2
20161,396,2026-04-25,Evening,217,3,4,6,False,Android,1
20162,396,2026-04-29,Morning,333,3,3,10,False,Android,1
20163,396,2026-05-01,Night,401,3,4,13,False,Web,1
20164,396,2026-05-04,Evening,228,3,3,7,True,Android,1
20165,396,2026-05-05,Evening,363,3,3,12,False,Web,2
20166,396,2026-05-10,Afternoon,271,3,4,8,True,Android,1
20167,396,2026-05-11,Night,276,2,4,12,False,iOS,2
20168,396,2026-05-12,Afternoon,275,3,4,8,False,iOS,3
20169,396,2026-05-14,Evening,339,1,2,14,False,iOS,1
20170,396,2026-05-17,Morning,484,5,5,18,False,iOS,1
20171,396,2026-05-25,Afternoon,480,3,3,17,False,Web,1
20172,396,2026-05-26,Evening,216,3,4,7,False,iOS,2
20173,396,2026-06-03,Morning,302,2,3,8,False,Android,1
20174,396,2026-06-06,Morning,287,3,3,12,False,Android,1
20175,396,2026-06-08,Afternoon,264,3,4,8,True,iOS,1
20176,396,2026-06-09,Evening,334,4,3,13,True,iOS,2
20177,396,2026-06-11,Night,305,1,2,10,False,Android,1
20178,396,2026-06-14,Evening,277,3,4,7,False,iOS,1
20179,396,2026-06-18,Night,408,2,4,15,False,Android,1
20180,396,2026-06-21,Afternoon,396,2,3,11,False,iOS,1
20181,396,2026-06-22,Evening,150,5,5,4,True,iOS,2
20182,396,2026-06-24,Morning,226,2,3,8,False,iOS,1
20183,396,2026-06-29,Evening,364,4,4,13,False,iOS,1
20184,397,2026-01-01,Evening,1005,2,4,35,False,Android,1
20185,397,2026-01-03,Night,920,3,4,30,False,iOS,1
20186,397,2026-01-04,Night,628,3,3,18,False,iOS,2
20187,397,2026-01-05,Evening,726,2,3,32,True,iOS,3
20188,397,2026-01-06,Evening,995,5,4,42,False,Android,4
20189,397,2026-01-07,Evening,928,2,3,29,False,Android,5
20190,397,2026-01-08,Evening,843,3,4,31,False,Android,6
